time,x,y,z,vx,vy,vz
0.0,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.0039999999999054126,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.007999999999810825,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.007999999999810825,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.007999999999810825,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.007999999999810825,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.007999999999810825,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.007999999999810825,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.007999999999810825,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.007999999999810825,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.007999999999810825,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.007999999999810825,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.007999999999810825,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.047999999999774445,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.047999999999774445,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.047999999999774445,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.047999999999774445,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.047999999999774445,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.047999999999774445,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.047999999999774445,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.047999999999774445,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.047999999999774445,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.047999999999774445,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.05199999999967986,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.05599999999958527,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.09599999999954889,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
0.09599999999954889,-25.287352648731687,124.44213567677278,1.7,0.0,0.0,0.0
